VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice,Occupation,Address,InjurySeverity,RelationshipToAccused,VictimProfileID,IsRepeatVictim
2106,4663,Manan Sankaran,64,M,0,Retired,"08/70
Wali Zila, Gadag, Karnataka",None,Stranger,,False
2107,2239,Gaurika Sachdeva,47,F,0,Daily Wage Labourer,"H.No. 136, Das Path, Vijayapura, Karnataka",Minor,Known,,False
2108,1044,Jack Madan,28,M,0,Private Employee,"H.No. 42
Bassi, Chamarajanagar, Karnataka",Minor,Known,,False
2109,1266,Wyatt Mahal,43,M,0,Auto Driver,"86
Gala Path, Vijayapura, Karnataka",None,Stranger,,False
2110,3995,Anjali Purohit,23,F,0,Business Owner,"155, Sarin, Bagalkot, Karnataka",Moderate,Stranger,,False
2111,1767,Ekapad Murty,57,M,0,Business Owner,"221
Anand, Bengaluru Urban, Karnataka",None,Stranger,,False
2112,975,Jacob Kale,5,M,0,Student,"04
Mohanty Chowk, Vijayapura, Karnataka",None,Known,,False
2113,4851,Saumya Mitter,44,F,0,Homemaker,"55/939
Narain Marg, Mysuru, Karnataka",Fatal,Known,,False
2114,4503,Chasmum Kata,47,F,0,Business Owner,"H.No. 07, Devan Zila, Vijayapura, Karnataka",None,Stranger,,False
2115,4378,Osha Pall,32,F,0,Self-Employed,"H.No. 290, Krish Nagar, Raichur, Karnataka",None,Stranger,,False
2116,1889,Eesha Goyal,50,F,0,Government Employee,"H.No. 732, Talwar Chowk, Davanagere, Karnataka",None,Stranger,,False
2117,3559,Unnati Madan,38,F,0,Unemployed,"58/55, Nair Circle, Vijayapura, Karnataka",Fatal,Known,,False
2118,1433,Gautam Mody,22,M,0,Government Employee,"52/516, Thakkar Zila, Gadag, Karnataka",None,Stranger,,False
2119,859,Wishi Pillay,62,F,0,Homemaker,"10, Ben Path, Vijayanagara, Karnataka",Moderate,Known,,False
2120,4220,Pratyush Morar,38,M,0,Business Owner,"H.No. 77, Luthra Road, Bengaluru Urban, Karnataka",None,Stranger,,False
2121,3419,Ishwar Pau,36,M,0,Farmer,"H.No. 24, Wadhwa Chowk, Ballari, Karnataka",None,Stranger,,False
2122,2984,Daksh Shenoy,52,M,0,Student,"H.No. 94, Sharaf, Chikkamagaluru, Karnataka",Fatal,Stranger,,False
2123,2984,Kalpit Mann,31,M,0,Self-Employed,"H.No. 537, Warrior Circle, Chikkamagaluru, Karnataka",Moderate,Stranger,,False
2124,2984,Indrajit Hayer,17,M,0,Student,"36/11, Khatri Ganj, Chikkamagaluru, Karnataka",Moderate,Known,,False
2125,4381,Unni Barad,43,F,0,Unemployed,"82/81
Ghosh Path, Ballari, Karnataka",Minor,Known,,False
2126,4381,Bimala Bhargava,24,F,0,Domestic Worker,"73/04
Saran Circle, Raichur, Karnataka",Moderate,Known,VP00056,True
2127,1453,Nisha Bhatnagar,58,F,0,Shopkeeper,"174
Narain Marg, Davanagere, Karnataka",None,Stranger,,False
2128,983,Omisha Kara,21,F,0,Homemaker,"01/89
Parekh Zila, Belagavi, Karnataka",Moderate,Stranger,,False
2129,672,William Guha,64,M,0,Retired,"H.No. 67
Srinivas Zila, Yadgir, Karnataka",None,Known,,False
2130,2346,Ranbir Gaba,39,M,0,Shopkeeper,"14/33
Deshpande Marg, Mandya, Karnataka",Moderate,Known,,False
2131,1187,Riya Sani,20,F,0,Daily Wage Labourer,"H.No. 09
Balakrishnan, Dakshina Kannada, Karnataka",None,Known,,False
2132,3928,Dayita Bava,34,F,0,Farmer,"39
Wali Nagar, Ballari, Karnataka",None,Known,,False
2133,3064,Onkar Gade,35,M,0,Farmer,"18/968, Mani Road, Haveri, Karnataka",None,Stranger,,False
2134,3064,Manan Ramakrishnan,37,M,0,Student,"88/499
Prabhakar Chowk, Haveri, Karnataka",None,Known,,False
2135,4361,Frederick Prabhakar,61,M,0,Farmer,"H.No. 95
Date Circle, Bengaluru Urban, Karnataka",Moderate,Stranger,,False
2136,4361,Atharv Gola,17,M,0,Student,"H.No. 797, Borah Circle, Chamarajanagar, Karnataka",Minor,Stranger,,False
2137,994,Netra Wadhwa,3,F,0,Student,"97/170, Wadhwa Path, Yadgir, Karnataka",Severe,Known,,False
2138,4722,Karan Narasimhan,33,M,0,Shopkeeper,"H.No. 36, Dutta Chowk, Hassan, Karnataka",None,Stranger,,False
2139,4677,Charles Butala,46,M,0,Domestic Worker,"30/388, Saraf Path, Kolar, Karnataka",Minor,Stranger,,False
2140,1012,Chaitaly Korpal,28,F,0,Homemaker,"14/59
Bajaj Nagar, Haveri, Karnataka",None,Known,,False
2141,1994,Charles Saxena,34,M,0,Self-Employed,"05/52
Sandal Circle, Belagavi, Karnataka",None,Stranger,,False
2142,3198,Hemang Kant,1,M,0,Student,"H.No. 588
Shetty Nagar, Gadag, Karnataka",Minor,Stranger,,False
2143,766,Nathaniel Hayer,13,M,0,Student,"60/119, Buch Ganj, Bengaluru Urban, Karnataka",Minor,Known,,False
2144,4439,Kritika Walia,45,F,0,Domestic Worker,"74/25, Dara Path, Bidar, Karnataka",None,Known,,False
2145,1407,Tanay Basak,32,M,0,Retired,"85/818, Basak Zila, Bengaluru Rural, Karnataka",Severe,Stranger,,False
2146,575,Nihal Bhat,26,M,0,Business Owner,"H.No. 37, Rattan Ganj, Shivamogga, Karnataka",Minor,Stranger,,False
2147,575,Onveer Wali,32,M,0,Business Owner,"662
Brar Chowk, Shivamogga, Karnataka",Minor,Stranger,,False
2148,700,Priya Upadhyay,42,F,0,Farmer,"33/53
Bhasin, Belagavi, Karnataka",None,Stranger,,False
2149,700,Ojas Nagy,46,M,0,Shopkeeper,"H.No. 547
Chadha Ganj, Belagavi, Karnataka",None,Stranger,,False
2150,544,Reyansh Prashad,50,M,0,Private Employee,"79/25, D’Alia Path, Ramanagara, Karnataka",None,Stranger,,False
2151,3856,Ranveer Mannan,59,M,0,Self-Employed,"90, Trivedi Street, Davanagere, Karnataka",None,Known,,False
2152,2069,Warinder Sunder,3,M,0,Student,"02, Sama Circle, Chikkamagaluru, Karnataka",Minor,Known,,False
2153,3525,Samarth Agrawal,37,M,0,Auto Driver,"428
Purohit Zila, Dakshina Kannada, Karnataka",None,Stranger,,False
2154,4135,Lavanya Biswas,26,F,0,Retired,"H.No. 019
Naik Chowk, Belagavi, Karnataka",None,Stranger,,False
2155,2479,Oviya Wason,42,F,0,Private Employee,"40
Dash Path, Uttara Kannada, Karnataka",None,Stranger,,False
2156,4787,Ijaya Agarwal,18,F,0,Government Employee,"30, Dhar Road, Uttara Kannada, Karnataka",Minor,Stranger,,False
2157,3243,Shaurya Joshi,21,M,0,Self-Employed,"814
Madan Road, Kolar, Karnataka",None,Known,,False
2158,579,Devika Wadhwa,93,F,0,Farmer,"53/09, Basu Marg, Hassan, Karnataka",Moderate,Known,,False
2159,3126,Yug Ratti,38,M,0,Farmer,"90/922
Yadav Circle, Ballari, Karnataka",Moderate,Stranger,,False
2160,1156,Yashoda Sha,10,F,0,Student,"H.No. 51
Narasimhan Ganj, Dharwad, Karnataka",None,Known,,False
2161,1156,Ekansh Swaminathan,13,M,0,Student,"43, Sandal Nagar, Tumakuru, Karnataka",None,Stranger,,False
2162,1510,Chatresh Rajagopal,66,M,0,Government Employee,"03/439
Virk Circle, Belagavi, Karnataka",None,Stranger,,False
2163,3871,Yashica Tak,29,F,0,Retired,"77/58, Kaur Ganj, Raichur, Karnataka",Minor,Known,,False
2164,578,Samaksh Mander,50,M,0,Shopkeeper,"04
Kaul Zila, Bengaluru Urban, Karnataka",None,Stranger,,False
2165,4084,Abha Chowdhury,15,F,0,Student,"860
Datta Street, Mysuru, Karnataka",Moderate,Known,,False
2166,4084,Ekani Palla,24,F,0,Student,"041
Kaul Street, Bagalkot, Karnataka",Severe,Stranger,,False
2167,3034,Anika Parekh,28,F,0,Homemaker,"20
Mammen Road, Davanagere, Karnataka",Moderate,Stranger,,False
2168,2768,Advaith Bhalla,30,M,0,Student,"94/193
Madan Street, Mandya, Karnataka",Severe,Stranger,,False
2169,831,Kashvi Borra,33,F,0,Auto Driver,"79/41, Dhawan Street, Mandya, Karnataka",Minor,Stranger,,False
2170,2328,Vidhi Bala,62,F,0,Homemaker,"649
Jayaraman Marg, Kodagu, Karnataka",Minor,Stranger,,False
2171,2168,Hema Prakash,40,F,0,Daily Wage Labourer,"42, Mann Street, Mysuru, Karnataka",None,Stranger,,False
2172,64,Kevin Kala,73,M,0,Retired,"11, Behl Circle, Tumakuru, Karnataka",Fatal,Stranger,,False
2173,144,Gopal Mody,15,M,0,Student,"61/63
Soman Nagar, Vijayapura, Karnataka",None,Stranger,,False
2174,4027,Falan Rastogi,69,M,0,Homemaker,"20/200
Nayak, Vijayapura, Karnataka",Moderate,Known,,False
2175,273,Rohan Sachdeva,55,M,0,Government Employee,"H.No. 953, Balasubramanian Marg, Kalaburagi, Karnataka",Minor,Known,,False
2176,273,Omkaar Shroff,20,M,0,Homemaker,"50/01
Kohli Chowk, Kalaburagi, Karnataka",Moderate,Stranger,,False
2177,1175,Osha Arora,54,F,0,Domestic Worker,"39, Chakraborty Chowk, Mandya, Karnataka",Minor,Known,,False
2178,4697,Anika Seth,42,F,0,Retired,"113, Rai Circle, Koppal, Karnataka",None,Stranger,,False
2179,52,Warinder Borra,49,M,0,Business Owner,"22
Bakshi Zila, Yadgir, Karnataka",None,Stranger,,False
2180,1776,Nakul Mammen,39,M,0,Student,"H.No. 719
Biswas Street, Dakshina Kannada, Karnataka",None,Known,,False
2181,3049,Aarush Sha,8,M,0,Student,"H.No. 36
Dhillon Nagar, Uttara Kannada, Karnataka",None,Known,,False
2182,141,Nidhi Memon,52,F,0,Domestic Worker,"521, Aurora Marg, Belagavi, Karnataka",Fatal,Stranger,,False
2183,141,Onveer Golla,39,M,0,Domestic Worker,"41/20, Magar, Belagavi, Karnataka",Severe,Stranger,,False
2184,141,Udant Som,65,M,0,Farmer,"90, Goswami Ganj, Belagavi, Karnataka",Fatal,Stranger,,False
2185,141,Patrick Mutti,67,M,0,Farmer,"276, Shroff Zila, Belagavi, Karnataka",Severe,Stranger,,False
2186,2411,Amaira Desai,45,F,0,Government Employee,"H.No. 59
Panchal Circle, Davanagere, Karnataka",None,Known,,False
2187,3083,Jackson Tiwari,32,M,0,Business Owner,"02, Cherian Zila, Ballari, Karnataka",Severe,Known,VP00005,True
2188,4180,Nathaniel Yadav,54,M,0,Auto Driver,"686, Wason Road, Mandya, Karnataka",None,Known,,False
2189,2925,Joshua Srinivas,11,M,0,Student,"62/37
Bhargava Marg, Davanagere, Karnataka",Severe,Stranger,,False
2190,3922,Yamini Vora,30,F,0,Government Employee,"H.No. 74
Vaidya Nagar, Chikballapur, Karnataka",Severe,Stranger,,False
2191,3573,Urvashi Chakrabarti,42,F,0,Self-Employed,"07/49, De, Bagalkot, Karnataka",Moderate,Known,,False
2192,2507,Urmi Mital,40,F,0,Retired,"H.No. 698, Ramaswamy Ganj, Mysuru, Karnataka",None,Stranger,,False
2193,1009,Ira Nanda,13,F,0,Student,"H.No. 84, Sarkar Circle, Kodagu, Karnataka",Moderate,Stranger,,False
2194,1228,Udarsh Baral,17,M,0,Student,"H.No. 398, Nagar Marg, Dakshina Kannada, Karnataka",Severe,Stranger,,False
2195,1643,Tarak Grover,67,M,0,Farmer,"02/123, Divan Chowk, Tumakuru, Karnataka",None,Stranger,,False
2196,1018,Rachita Narasimhan,58,F,0,Private Employee,"300, Badami Nagar, Gadag, Karnataka",None,Known,,False
2197,2125,Kritika Manne,46,F,0,Unemployed,"39
Agrawal Zila, Belagavi, Karnataka",Severe,Stranger,,False
2198,2125,Yauvani Verma,41,F,0,Farmer,"H.No. 416, Bajaj Nagar, Belagavi, Karnataka",Moderate,Stranger,,False
2199,2125,Sanaya Doshi,22,F,0,Domestic Worker,"737, Wali, Belagavi, Karnataka",Fatal,Stranger,,False
2200,2125,Anya Rama,43,F,0,Business Owner,"54/81, Sandal Circle, Belagavi, Karnataka",Fatal,Stranger,,False
2201,3075,Leela Rama,54,F,0,Private Employee,"H.No. 009, Varma, Belagavi, Karnataka",None,Stranger,,False
2202,2996,Januja Krish,38,F,0,Government Employee,"H.No. 137
Char Zila, Yadgir, Karnataka",Moderate,Known,,False
2203,3688,Nitara Chanda,77,F,0,Farmer,"45/829
Doctor Road, Ballari, Karnataka",None,Known,,False
2204,3688,Ijaya Lad,63,F,0,Retired,"H.No. 535, Mall Ganj, Bagalkot, Karnataka",Minor,Known,,False
2205,3721,Samesh Balan,77,M,0,Farmer,"H.No. 69
Krishna, Hassan, Karnataka",Minor,Known,,False
2206,4490,Laban Ravel,35,M,0,Private Employee,"20
Bhardwaj Zila, Chikkamagaluru, Karnataka",None,Stranger,,False
2207,1057,Lila Babu,64,F,0,Homemaker,"81/822, Varghese Ganj, Vijayanagara, Karnataka",None,Stranger,,False
2208,2315,Maanas Agarwal,47,M,0,Business Owner,"20, Pal Circle, Bidar, Karnataka",None,Stranger,,False
2209,2315,Yadavi Lala,43,F,0,Business Owner,"735
Sabharwal Ganj, Bidar, Karnataka",None,Stranger,,False
2210,2315,Gauri Kapadia,58,F,0,Business Owner,"00
Chahal Road, Bidar, Karnataka",None,Stranger,,False
2211,3308,Champak Dewan,9,M,0,Student,"H.No. 816
Goda Zila, Kolar, Karnataka",None,Stranger,,False
2212,4212,Oscar Badami,41,M,0,Business Owner,"61/007
Ghose, Bengaluru Rural, Karnataka",None,Stranger,,False
2213,2726,Ayaan Lalla,30,M,0,Private Employee,"00
Datta Zila, Chikballapur, Karnataka",None,Stranger,,False
2214,2979,Yutika Dhar,33,F,0,Government Employee,"H.No. 012
Datta Ganj, Raichur, Karnataka",None,Stranger,,False
2215,4487,Bhavya Panchal,33,F,0,Retired,"048, Apte Path, Vijayanagara, Karnataka",None,Known,,False
2216,2460,Tanish Saran,32,M,0,Private Employee,"446
Mody Nagar, Kalaburagi, Karnataka",None,Stranger,,False
2217,2038,Eshana Sarraf,75,F,0,Farmer,"460
Chakrabarti Zila, Hassan, Karnataka",None,Known,,False
2218,1210,Kashish Amble,29,F,0,Private Employee,"34
Dixit Chowk, Mandya, Karnataka",None,Known,,False
2219,386,Jacob Palla,45,M,0,Retired,"H.No. 768
Gade Street, Chikkamagaluru, Karnataka",Moderate,Stranger,,False
2220,386,Chandresh Date,36,M,0,Auto Driver,"26/708
Sahota Marg, Chikkamagaluru, Karnataka",Moderate,Known,,False
2221,386,Parth Ratta,38,M,0,Government Employee,"419, Rege Chowk, Chikkamagaluru, Karnataka",Minor,Known,,False
2222,2784,Krishna Memon,14,M,0,Student,"12
Bhasin, Chamarajanagar, Karnataka",Minor,Stranger,,False
2223,3804,Radhika Aurora,31,F,0,Retired,"18, Tella Road, Ballari, Karnataka",None,Known,,False
2224,4665,Nidhi Dhingra,38,F,0,Private Employee,"543, Bera Road, Vijayanagara, Karnataka",None,Known,,False
2225,2039,Shaurya Radhakrishnan,68,M,0,Homemaker,"H.No. 215, Krishnan Marg, Ramanagara, Karnataka",None,Known,,False
2226,4581,Saanvi Brar,25,F,0,Private Employee,"549
Badal Street, Ballari, Karnataka",None,Stranger,VP00014,True
2227,142,Manya Mandal,25,F,0,Self-Employed,"H.No. 197, Buch Ganj, Uttara Kannada, Karnataka",Fatal,Known,,False
2228,3025,Vincent Krish,33,M,0,Retired,"63/435, Mani, Dharwad, Karnataka",None,Known,,False
2229,745,Bachittar Wable,44,M,0,Self-Employed,"68/06
Lad Marg, Chikkamagaluru, Karnataka",Moderate,Stranger,,False
2230,2580,Prisha Chaudhari,63,F,0,Farmer,"H.No. 212, Mukhopadhyay Path, Kolar, Karnataka",None,Known,,False
2231,3507,Maya Butala,33,F,0,Retired,"016, Mukhopadhyay Nagar, Udupi, Karnataka",Fatal,Known,,False
2232,3301,Aarnav Khatri,43,M,0,Government Employee,"186
Bhardwaj Nagar, Belagavi, Karnataka",Minor,Stranger,,False
2233,3301,Gautami Bhatia,39,F,0,Homemaker,"H.No. 978, Bawa, Belagavi, Karnataka",Minor,Stranger,,False
2234,4658,Chanchal Majumdar,44,F,0,Student,"H.No. 347, Khosla Zila, Vijayanagara, Karnataka",None,Known,,False
2235,1479,Yuvraj Chaudhary,53,M,0,Private Employee,"86/016
Pant Street, Kolar, Karnataka",None,Stranger,,False
2236,1216,Yashica Kuruvilla,52,F,0,Unemployed,"47/85, Andra Path, Gadag, Karnataka",None,Stranger,,False
2237,1216,Brinda Jha,41,F,0,Shopkeeper,"H.No. 35
Gandhi Circle, Gadag, Karnataka",None,Stranger,,False
2238,2,Advay Sodhi,62,M,0,Homemaker,"87/80, Devan Chowk, Udupi, Karnataka",None,Stranger,,False
2239,2183,Ayaan Karan,26,M,0,Farmer,"H.No. 616
Vala Nagar, Gadag, Karnataka",None,Stranger,,False
2240,741,Wahab Dubey,17,M,0,Student,"996, Srivastava Road, Tumakuru, Karnataka",Moderate,Stranger,,False
2241,696,Darpan Wason,12,M,0,Student,"53, Sem Nagar, Uttara Kannada, Karnataka",None,Stranger,,False
2242,696,Chatresh Amble,8,M,0,Student,"H.No. 80, Peri Circle, Uttara Kannada, Karnataka",None,Known,,False
2243,462,Viraj Tella,53,M,0,Daily Wage Labourer,"H.No. 244, Deshmukh Ganj, Belagavi, Karnataka",None,Stranger,,False
2244,344,Siya Grewal,6,F,0,Student,"H.No. 690, Raja Marg, Belagavi, Karnataka",Moderate,Known,,False
2245,1684,Vasatika Lad,32,F,0,Domestic Worker,"70/675
Sarkar Zila, Hassan, Karnataka",Fatal,Stranger,,False
2246,2642,Krisha Patla,18,F,0,Domestic Worker,"H.No. 501, Misra Marg, Bidar, Karnataka",None,Stranger,,False
2247,943,Rishi Bora,64,M,0,Farmer,"03, Patla Ganj, Chikballapur, Karnataka",Fatal,Known,,False
2248,306,Yutika Kuruvilla,30,F,0,Shopkeeper,"H.No. 31, Yohannan, Bagalkot, Karnataka",Moderate,Stranger,,False
2249,306,Ekantika Mani,61,F,0,Retired,"13/00
Chhabra Road, Bagalkot, Karnataka",Moderate,Stranger,,False
2250,306,Baljiwan Aurora,55,M,0,Retired,"021
Bobal Path, Bagalkot, Karnataka",Severe,Stranger,,False
2251,306,Wazir Patla,34,M,0,Domestic Worker,"46/339
Kaul Path, Bagalkot, Karnataka",Minor,Stranger,,False
2252,1098,Chandani Chander,27,F,0,Shopkeeper,"H.No. 01, Tara Road, Bidar, Karnataka",Severe,Stranger,,False
2253,4322,Leela Dugal,31,F,0,Private Employee,"96/15
Koshy Chowk, Bagalkot, Karnataka",Fatal,Known,,False
2254,3076,Oeshi Choudhry,29,F,0,Unemployed,"17/75, Desai Zila, Chitradurga, Karnataka",None,Known,,False
2255,1308,Ria Tank,16,F,0,Student,"H.No. 54, Puri Street, Shivamogga, Karnataka",Severe,Stranger,,False
2256,1308,Vihaan Dyal,24,M,0,Daily Wage Labourer,"60/244, Pingle Marg, Shivamogga, Karnataka",None,Stranger,,False
2257,1741,Udyati Shere,19,F,0,Self-Employed,"051
Chaudry Chowk, Chikkamagaluru, Karnataka",Severe,Stranger,,False
2258,902,Victor Jani,69,M,0,Homemaker,"71/56, Srivastava Road, Kalaburagi, Karnataka",Fatal,Known,,False
2259,4394,Wridesh Bhat,41,M,0,Private Employee,"H.No. 754, Wagle Ganj, Ramanagara, Karnataka",None,Stranger,,False
2260,3430,Idika Sathe,16,F,0,Student,"H.No. 485
Golla Chowk, Udupi, Karnataka",Severe,Known,,False
2261,468,Arya Edwin,78,F,0,Retired,"H.No. 46, Rau Circle, Chamarajanagar, Karnataka",Moderate,Stranger,,False
2262,1414,Umang Grewal,26,M,0,Auto Driver,"H.No. 766
Deshpande Road, Shivamogga, Karnataka",Minor,Stranger,,False
2263,1414,Udant Purohit,21,M,0,Government Employee,"713, Joshi Path, Shivamogga, Karnataka",Moderate,Stranger,,False
2264,266,Wazir Sahni,49,M,0,Private Employee,"H.No. 92, Wadhwa Ganj, Shivamogga, Karnataka",Minor,Stranger,,False
2265,2153,Yashawini Soman,20,F,0,Retired,"04, Virk Circle, Tumakuru, Karnataka",Minor,Stranger,,False
2266,2332,Kamala Goda,4,F,0,Student,"55/340, Bal Path, Bagalkot, Karnataka",Severe,Stranger,,False
2267,4015,Vritti Iyengar,71,F,0,Farmer,"15/976
Andra Road, Dakshina Kannada, Karnataka",None,Known,,False
2268,1540,Inaya Nagy,28,F,0,Student,"07
Sheth Circle, Uttara Kannada, Karnataka",Moderate,Known,,False
2269,4126,Pallavi Padmanabhan,65,F,0,Farmer,"619
Khurana Nagar, Belagavi, Karnataka",Moderate,Known,,False
2270,131,Zehaan Cherian,50,M,0,Government Employee,"273
De Marg, Hassan, Karnataka",Minor,Known,VP00040,True
2271,131,Ishanvi Gole,24,F,0,Student,"22/271, Borde Zila, Uttara Kannada, Karnataka",Moderate,Stranger,,False
2272,131,Qasim Suri,31,M,0,Private Employee,"17/16
Bhandari Street, Bidar, Karnataka",Moderate,Stranger,,False
2273,1058,Farhan Prabhu,28,M,0,Domestic Worker,"H.No. 48, Kaul Marg, Dakshina Kannada, Karnataka",Minor,Known,,False
2274,4877,Rachit Gill,39,M,0,Daily Wage Labourer,"90, Gola Ganj, Ballari, Karnataka",None,Stranger,,False
2275,4877,Alexander Gole,38,M,0,Unemployed,"80/14
Rao Street, Ballari, Karnataka",None,Known,,False
2276,847,Yachana Brahmbhatt,18,F,0,Farmer,"80, Seshadri Zila, Raichur, Karnataka",Minor,Known,,False
2277,1312,Aditya Kalita,24,M,0,Self-Employed,"37, Oommen Nagar, Gadag, Karnataka",None,Known,,False
2278,1466,Anamika Manne,53,F,0,Government Employee,"267, Kulkarni Street, Belagavi, Karnataka",Minor,Known,,False
2279,4148,Riya Kapur,14,F,0,Student,"29, Sawhney Road, Kalaburagi, Karnataka",Severe,Stranger,,False
2280,3701,Jai Ahluwalia,65,M,0,Retired,"06/54, Dugar Nagar, Hassan, Karnataka",None,Known,,False
2281,4419,Ganga Dutta,52,F,0,Business Owner,"98/51
Kanda, Chitradurga, Karnataka",None,Stranger,VP00033,True
2282,4419,Devansh Shere,33,M,0,Daily Wage Labourer,"28, Dutta Zila, Ballari, Karnataka",Minor,Stranger,,False
2283,4419,Rishi Kapadia,29,M,0,Government Employee,"04/960
Sani Street, Ballari, Karnataka",Moderate,Stranger,,False
2284,2035,Upkaar Rana,19,M,0,Retired,"728
Parekh Road, Dakshina Kannada, Karnataka",Minor,Stranger,,False
2285,872,Sachi Mall,30,F,0,Self-Employed,"74/99, Bajaj Path, Dharwad, Karnataka",None,Known,VP00018,True
2286,2782,Aadi Tiwari,48,M,0,Government Employee,"H.No. 06
Patla Chowk, Chamarajanagar, Karnataka",None,Known,,False
2287,2782,Advay Gara,30,M,0,Government Employee,"01/92, Batra, Chamarajanagar, Karnataka",None,Known,,False
2288,1440,Idika Brahmbhatt,42,F,0,Unemployed,"H.No. 39
Mammen Nagar, Vijayapura, Karnataka",None,Stranger,,False
2289,4046,Anay Kar,39,M,0,Private Employee,"533, Ghose Ganj, Belagavi, Karnataka",None,Stranger,,False
2290,138,Fiyaz Konda,31,M,0,Unemployed,"H.No. 025
Padmanabhan Path, Koppal, Karnataka",None,Stranger,,False
2291,1086,Dakshesh Kara,66,M,0,Homemaker,"H.No. 50
Ravel Ganj, Dakshina Kannada, Karnataka",Moderate,Stranger,,False
2292,1086,Hemang Hari,45,M,0,Self-Employed,"243, Gade Marg, Dakshina Kannada, Karnataka",Minor,Stranger,,False
2293,1086,Dominic Amble,13,M,0,Student,"H.No. 98, Das Ganj, Dakshina Kannada, Karnataka",Fatal,Stranger,,False
2294,48,Krish Madan,56,M,0,Daily Wage Labourer,"907, Ramaswamy Path, Gadag, Karnataka",Severe,Known,,False
2295,3133,Ekalinga Bhalla,60,M,0,Homemaker,"376, Borra Ganj, Uttara Kannada, Karnataka",Severe,Stranger,,False
2296,669,Veda More,35,F,0,Unemployed,"H.No. 21
Rajagopalan Nagar, Uttara Kannada, Karnataka",Moderate,Stranger,,False
2297,669,Krish Chander,27,M,0,Daily Wage Labourer,"59, Deo Zila, Uttara Kannada, Karnataka",Moderate,Stranger,,False
2298,669,Siya Sekhon,43,F,0,Self-Employed,"31/753, Dave Marg, Uttara Kannada, Karnataka",Moderate,Known,,False
2299,669,Anusha Solanki,22,T,0,Auto Driver,"864
Chauhan Marg, Uttara Kannada, Karnataka",Moderate,Stranger,,False
2300,4302,Agastya Sandal,11,M,0,Student,"30, Dutt Nagar, Bagalkot, Karnataka",None,Stranger,,False
2301,2939,Nisha Devan,51,F,0,Homemaker,"H.No. 321
Pandya Zila, Haveri, Karnataka",None,Stranger,,False
2302,2939,Oni Pant,12,F,0,Student,"H.No. 14, Dewan Ganj, Kalaburagi, Karnataka",None,Stranger,,False
2303,303,Damini Mistry,51,F,0,Business Owner,"08/779, Dey Chowk, Kalaburagi, Karnataka",Severe,Stranger,,False
2304,303,Viraj Date,48,M,0,Domestic Worker,"42/218
Keer Circle, Kalaburagi, Karnataka",Minor,Stranger,,False
2305,3177,Oeshi Zacharia,27,F,0,Farmer,"20/48, Tailor Chowk, Tumakuru, Karnataka",Moderate,Known,,False
2306,3177,Upasna Tailor,20,F,0,Business Owner,"33/32
Sani, Tumakuru, Karnataka",Severe,Stranger,,False
2307,3177,Charvi Parmar,15,F,0,Student,"578, Sant Road, Tumakuru, Karnataka",Moderate,Known,,False
2308,771,Ayush Venkatesh,56,M,0,Self-Employed,"85/883
Garg Circle, Tumakuru, Karnataka",None,Stranger,,False
2309,4201,Urmi Sridhar,39,F,0,Self-Employed,"20, Lata Circle, Dharwad, Karnataka",None,Known,,False
2310,1346,Wridesh Dass,41,M,0,Self-Employed,"H.No. 43, Prakash Path, Haveri, Karnataka",Moderate,Known,,False
2311,1346,Rohan Ganguly,17,M,0,Student,"250, Walla Zila, Haveri, Karnataka",Moderate,Stranger,,False
2312,4396,Qushi Ravi,46,F,0,Retired,"H.No. 72, Sabharwal Circle, Chikballapur, Karnataka",Moderate,Stranger,,False
2313,3772,Jeremiah Gole,46,M,0,Private Employee,"H.No. 223, Chahal Road, Kolar, Karnataka",Severe,Stranger,,False
2314,3772,Gagan Apte,26,M,0,Self-Employed,"66/27, Desai Nagar, Kolar, Karnataka",Fatal,Stranger,,False
2315,3772,Raagini Kadakia,23,F,0,Homemaker,"04
Ben Path, Hassan, Karnataka",Fatal,Stranger,VP00020,True
2316,3772,Tanveer Hari,21,M,0,Business Owner,"H.No. 740, Kata Nagar, Kolar, Karnataka",Minor,Known,,False
2317,3772,Aryan Chad,32,M,0,Business Owner,"538, Goel, Kolar, Karnataka",Moderate,Stranger,,False
2318,2553,Gaurika Misra,14,F,0,Student,"H.No. 193
Ahluwalia Marg, Vijayapura, Karnataka",None,Known,,False
2319,1337,Shaurya Bail,22,M,0,Unemployed,"70, Ratta Path, Mandya, Karnataka",Severe,Known,,False
2320,3583,Sudiksha Choudhry,44,F,0,Auto Driver,"H.No. 762
Manda Marg, Tumakuru, Karnataka",Severe,Known,,False
2321,862,Zansi Pandya,41,F,0,Farmer,"H.No. 953, Ghose Chowk, Belagavi, Karnataka",None,Stranger,,False
2322,911,Krishna Sampath,24,M,0,Business Owner,"62, Choudhry Ganj, Dharwad, Karnataka",Moderate,Stranger,,False
2323,911,Hardik Roy,41,M,0,Auto Driver,"H.No. 944, Saran Zila, Dharwad, Karnataka",Fatal,Stranger,,False
2324,911,Ekapad Iyengar,25,M,0,Shopkeeper,"54, Dada Road, Dharwad, Karnataka",Fatal,Stranger,,False
2325,911,Veda Gokhale,58,F,0,Private Employee,"68
Sood Path, Dharwad, Karnataka",Severe,Stranger,,False
2326,206,Anamika Sami,63,F,0,Homemaker,"H.No. 94, Bath Street, Bengaluru Urban, Karnataka",Minor,Stranger,,False
