AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,Occupation,Address,CriminalProfileID,GangID,IsRepeatOffender
2901,3017,Aryan Zachariah,32,M,A2,Government Employee,"216
Hayer Ganj, Tumakuru, Karnataka",CP00071,GNG0002,True
2902,4874,Libni Wable,29,F,A1,Farmer,"H.No. 317
Vyas, Mandya, Karnataka",CP00049,GNG0004,True
2903,3308,Krish Bansal,33,M,A1,Auto Driver,"H.No. 90, Soni Ganj, Kolar, Karnataka",,,False
2904,4212,Pranav Merchant,62,M,A1,Mechanic,"58/35
Keer Marg, Bengaluru Rural, Karnataka",,,False
2905,2726,Faraj Subramaniam,38,M,A1,Shopkeeper,"39/225
Cherian Path, Chikballapur, Karnataka",,,False
2906,668,Laban Boase,56,M,A1,Self-Employed,"H.No. 81, Tak Road, Yadgir, Karnataka",,,False
2907,4487,Hemal Cherian,58,F,A1,Student,"36/018, Kaul Marg, Vijayanagara, Karnataka",,,False
2908,2460,Praneel Kuruvilla,70,M,A1,Security Guard,"845, Chandra Ganj, Kalaburagi, Karnataka",,,False
2909,2038,Robert Kalla,42,M,A1,Farmer,"30/79, Verma Marg, Hassan, Karnataka",,,False
2910,1210,Arin Sangha,45,M,A1,Shopkeeper,"H.No. 98
Deshmukh Chowk, Mandya, Karnataka",,,False
2911,1210,Amol Goda,62,M,A2,Delivery Agent,"73, Chander Path, Mandya, Karnataka",,,False
2912,1210,Sai Trivedi,25,M,A3,Unskilled Worker,"H.No. 339, Handa Chowk, Mandya, Karnataka",,,False
2913,1210,Upkaar Balakrishnan,22,M,A4,Mechanic,"21/734
Gole Nagar, Mandya, Karnataka",,,False
2914,2784,Dominic Garg,28,M,A1,Farmer,"41/983, Sabharwal Nagar, Bidar, Karnataka",,,False
2915,2784,Ikbal Saraf,18,T,A2,Daily Wage Labourer,"365, Atwal Road, Shivamogga, Karnataka",CP00125,GNG0005,True
2916,2784,Ikbal Saraf,18,T,A3,Unemployed,"14/44, Minhas Street, Shivamogga, Karnataka",CP00125,GNG0005,True
2917,2784,Faras Balasubramanian,60,M,A4,Mechanic,"43/509, Sarna Road, Bidar, Karnataka",,,False
2918,4665,Parth Chand,66,M,A1,Unskilled Worker,"86/156, Anand Road, Vijayanagara, Karnataka",,,False
2919,4665,Dalaja More,25,F,A2,Auto Driver,"H.No. 39
Bhattacharyya Circle, Vijayanagara, Karnataka",,,False
2920,4665,Vinaya Barad,19,F,A3,Delivery Agent,"H.No. 24
Chander Path, Vijayanagara, Karnataka",,,False
2921,2039,Gaurav Rajan,52,M,A1,Vendor,"10/356, Loke Path, Ramanagara, Karnataka",,,False
2922,4581,Libni Wable,29,F,A1,Contractor,"99/202, Srinivasan Ganj, Mandya, Karnataka",CP00049,GNG0004,True
2923,142,Sai Sant,41,F,A1,Unskilled Worker,"22/95
Kata Ganj, Uttara Kannada, Karnataka",,,False
2924,142,Charita Krishna,52,F,A2,Shopkeeper,"H.No. 839, Kashyap Nagar, Uttara Kannada, Karnataka",,,False
2925,745,Dev Mand,29,M,A1,Construction Worker,"H.No. 06, Goel Marg, Chikkamagaluru, Karnataka",,,False
2926,2580,Krishna Rout,59,M,A1,Auto Driver,"488, Karpe, Kolar, Karnataka",,,False
2927,3507,Kabir Joshi,35,M,A1,Shopkeeper,"H.No. 18
Sarin Marg, Udupi, Karnataka",,,False
2928,3301,Anirudh Tripathi,64,M,A1,Vendor,"H.No. 42
Krish Road, Belagavi, Karnataka",,,False
2929,4658,Rehaan Deol,25,M,A1,Mechanic,"H.No. 07
Jayaraman Road, Vijayanagara, Karnataka",,,False
2930,4658,Alka Palan,23,F,A2,Security Guard,"89/59, Srinivasan Road, Vijayanagara, Karnataka",,,False
2931,4658,Jeet Sane,45,M,A3,Daily Wage Labourer,"H.No. 53
Char Path, Vijayanagara, Karnataka",,,False
2932,4658,Samaksh Narasimhan,53,M,A4,Student,"H.No. 71, Virk Circle, Vijayanagara, Karnataka",,,False
2933,4658,Aarnav Barad,36,M,A5,Student,"H.No. 28
Shah Circle, Vijayanagara, Karnataka",,,False
2934,4867,Yashodhara Solanki,60,F,A1,Vendor,"H.No. 49, Purohit Marg, Chikballapur, Karnataka",CP00139,,True
2935,136,Tanveer Sengupta,36,M,A1,Vendor,"06
Shankar Zila, Tumakuru, Karnataka",,,False
2936,136,Tarak Behl,33,M,A2,Mechanic,"H.No. 97, Buch Zila, Tumakuru, Karnataka",,,False
2937,1479,Hritik Viswanathan,27,M,A1,Auto Driver,"71/567
Sahota Path, Kolar, Karnataka",,,False
2938,1216,Nicholas Acharya,28,M,A1,Contractor,"H.No. 886
Char Nagar, Gadag, Karnataka",,,False
2939,1140,Yatan Master,52,M,A1,Private Employee,"23/43
Saran Path, Gadag, Karnataka",,,False
2940,2183,Aditya Mall,20,M,A1,Security Guard,"H.No. 566
Karnik, Gadag, Karnataka",,,False
2941,2183,Onveer Mukhopadhyay,34,M,A2,Vendor,"428, Bora Marg, Gadag, Karnataka",,,False
2942,2183,Fiyaz Narula,66,M,A3,Unskilled Worker,"H.No. 402
Bhalla Path, Gadag, Karnataka",,,False
2943,2183,Neel Swaminathan,22,M,A4,Security Guard,"26/481
Krish Marg, Gadag, Karnataka",,,False
2944,741,Libni Wable,29,F,A1,Student,"36/80
Hayre Marg, Mandya, Karnataka",CP00049,GNG0004,True
2945,696,Yauvani Panchal,31,T,A1,Security Guard,"H.No. 101, Sarna Street, Uttara Kannada, Karnataka",,,False
2946,696,Ojas Chad,31,M,A2,Self-Employed,"H.No. 485, Suri Street, Uttara Kannada, Karnataka",,,False
2947,1303,Parth Viswanathan,50,M,A1,Farmer,"03
Narang Marg, Hassan, Karnataka",,,False
2948,1303,Ethan Behl,67,M,A2,Unemployed,"63/444, Kuruvilla Ganj, Hassan, Karnataka",,,False
2949,1303,Luke Sampath,18,M,A3,Contractor,"96/33
Yogi Zila, Raichur, Karnataka",CP00077,,True
2950,462,Faqid Hayre,25,M,A1,Farmer,"H.No. 76, Sood Zila, Hassan, Karnataka",,,False
2951,344,Udarsh Kannan,68,M,A1,Security Guard,"44, Shenoy Path, Belagavi, Karnataka",,,False
2952,344,Tanish Ghose,22,M,A2,Self-Employed,"636
Yohannan Chowk, Belagavi, Karnataka",,,False
2953,4752,Ansh Upadhyay,67,M,A1,Private Employee,"47
Mahajan Path, Mandya, Karnataka",,,False
2954,1684,Jagdish Mangal,20,M,A1,Unemployed,"953
Sharaf Chowk, Hassan, Karnataka",,,False
2955,4782,Akshay Khatri,23,M,A1,Unskilled Worker,"76
Soman Circle, Bagalkot, Karnataka",,,False
2956,2642,Advik Lanka,38,M,A1,Shopkeeper,"H.No. 767, Buch Path, Bidar, Karnataka",,,False
2957,943,Tristan Panchal,52,M,A1,Student,"H.No. 11, Sinha Path, Vijayapura, Karnataka",,,False
2958,943,Hemang Bhargava,55,M,A2,Vendor,"H.No. 094, Rege Nagar, Vijayapura, Karnataka",,,False
2959,306,Rushil Parikh,54,M,A1,Delivery Agent,"445, Vohra Ganj, Bagalkot, Karnataka",,,False
2960,1098,Siddharth Pau,21,M,A1,Farmer,"H.No. 23, Sabharwal Street, Bidar, Karnataka",,,False
2961,1098,Amol Arya,26,M,A2,Shopkeeper,"H.No. 70, Brar, Bidar, Karnataka",,,False
2962,1098,Ayushman Korpal,61,M,A3,Self-Employed,"56/11
Thaker, Bidar, Karnataka",,,False
2963,4322,Naksh Buch,20,M,A1,Contractor,"15/83, Malhotra Chowk, Bagalkot, Karnataka",,,False
2964,2966,Tanay Bose,56,M,A1,Vendor,"47/761
Rege Circle, Chamarajanagar, Karnataka",,,False
2965,1308,Aadi Mand,26,M,A1,Farmer,"96/668
Babu Street, Shivamogga, Karnataka",,,False
2966,1741,Ekalinga Pillay,49,M,A1,Unemployed,"H.No. 99
Badal Path, Chikkamagaluru, Karnataka",,,False
2967,4394,Manya Gala,34,F,A1,Shopkeeper,"30/292, Sami Chowk, Chikkamagaluru, Karnataka",,,False
2968,4394,Umang Lad,52,M,A2,Mechanic,"H.No. 547
Warrior Ganj, Mandya, Karnataka",CP00154,GNG0004,True
2969,3480,Gagan Dugal,21,M,A1,Government Employee,"H.No. 05, Kalita Zila, Haveri, Karnataka",,,False
2970,3480,Rishi Puri,34,M,A2,Shopkeeper,"H.No. 74, Kohli Chowk, Haveri, Karnataka",,,False
2971,468,Chakradev Kulkarni,66,M,A1,Unskilled Worker,"85/247
Mittal Road, Chamarajanagar, Karnataka",,,False
2972,1414,Aarav Guha,32,M,A1,Construction Worker,"44/10
Kara Street, Shivamogga, Karnataka",,,False
2973,1414,Isaiah Parikh,69,M,A2,Unemployed,"66/47, Mittal Chowk, Shivamogga, Karnataka",,,False
2974,1414,Harsh Chana,33,M,A3,Contractor,"H.No. 18, Anand Ganj, Shivamogga, Karnataka",,,False
2975,266,Peter Varkey,58,M,A1,Shopkeeper,"465
Brar Circle, Shivamogga, Karnataka",,,False
2976,2153,Henry Vyas,58,M,A1,Government Employee,"21/789
Oza Path, Tumakuru, Karnataka",,,False
2977,2332,Max Borra,61,M,A1,Security Guard,"65/58, Puri Zila, Bagalkot, Karnataka",,,False
2978,1540,Pooja Gokhale,69,F,A1,Unskilled Worker,"31/93, Walia Road, Uttara Kannada, Karnataka",,,False
2979,4126,Ansh Bhakta,57,M,A1,Auto Driver,"14/63, Datta Road, Tumakuru, Karnataka",,,False
2980,4126,Nachiket Dugar,24,M,A2,Auto Driver,"95/973, Chaudry Nagar, Tumakuru, Karnataka",,,False
2981,4126,Azad Varma,63,M,A3,Farmer,"734
Chahal Zila, Tumakuru, Karnataka",,,False
2982,131,Sai Chakrabarti,58,M,A1,Vendor,"155, Hayre Path, Uttara Kannada, Karnataka",,,False
2983,131,Dev Nagi,18,T,A2,Unemployed,"H.No. 304, Anne Road, Uttara Kannada, Karnataka",,,False
2984,3364,Thomas Walia,54,M,A1,Contractor,"10/965, Mitter, Vijayapura, Karnataka",,,False
2985,3364,Nathaniel Shan,68,M,A2,Unemployed,"63/454
Gour Zila, Vijayapura, Karnataka",,,False
2986,3364,Ekta Ray,35,F,A3,Unskilled Worker,"H.No. 20
Mohanty Marg, Vijayapura, Karnataka",,,False
2987,3364,Charan Bajaj,63,M,A4,Security Guard,"H.No. 669
Badal Zila, Vijayapura, Karnataka",,,False
2988,4549,Dominic Dutta,25,M,A1,Shopkeeper,"168
Sahni Street, Kolar, Karnataka",,,False
2989,4549,Faqid Chacko,51,M,A2,Mechanic,"H.No. 62
Raj Marg, Kolar, Karnataka",,,False
2990,4877,Alexander Wadhwa,55,M,A1,Vendor,"47/910, Pai Nagar, Ballari, Karnataka",,,False
2991,4877,Ekaraj Pandey,52,M,A2,Daily Wage Labourer,"287
Jaggi Nagar, Ballari, Karnataka",,,False
2992,847,Elijah Balasubramanian,34,M,A1,Shopkeeper,"74/859, Dave Chowk, Raichur, Karnataka",,,False
2993,4265,Girish Sheth,50,M,A1,Government Employee,"951, Natt Road, Bidar, Karnataka",,,False
2994,1312,Anya Narula,21,F,A1,Daily Wage Labourer,"28/606, Mani Nagar, Gadag, Karnataka",,,False
2995,1466,Gabriel Gopal,59,M,A1,Unskilled Worker,"H.No. 654
Lall Chowk, Yadgir, Karnataka",,,False
2996,3459,Ryan Om,25,M,A1,Private Employee,"90/418, Tiwari, Ballari, Karnataka",,,False
2997,4148,Tejas Ramanathan,67,M,A1,Self-Employed,"016
Pandya Path, Kalaburagi, Karnataka",,,False
2998,3701,Ekani Kannan,43,F,A1,Construction Worker,"88/76
Sandal Path, Hassan, Karnataka",,,False
2999,3701,Yug Ratta,40,M,A2,Delivery Agent,"H.No. 360, Dave Marg, Chitradurga, Karnataka",CP00146,,True
3000,4419,Chakradev Batta,21,M,A1,Vendor,"01/13, Raja Circle, Belagavi, Karnataka",CP00032,GNG0007,True
3001,4419,Brijesh Mander,23,M,A2,Auto Driver,"H.No. 79, Sekhon Road, Kalaburagi, Karnataka",CP00140,,True
3002,2035,Raagini Kadakia,53,F,A1,Auto Driver,"90/38, Johal Nagar, Dakshina Kannada, Karnataka",CP00020,,True
3003,872,Darsh Kunda,39,M,A1,Construction Worker,"38/294
Borah Road, Haveri, Karnataka",,,False
3004,2782,Kai Sharaf,27,M,A1,Mechanic,"H.No. 34, Dave Chowk, Chamarajanagar, Karnataka",,,False
3005,2782,Praneel Chander,32,M,A2,Government Employee,"30
Narula, Chamarajanagar, Karnataka",,,False
3006,3604,Brijesh Mander,23,M,A1,Farmer,"670, Kumer Circle, Kalaburagi, Karnataka",CP00140,,True
3007,3604,Samuel Narula,63,M,A2,Vendor,"29/258
Dutt Street, Vijayanagara, Karnataka",,,False
3008,3604,Aadi Choudhry,50,M,A3,Delivery Agent,"353, Sarkar Nagar, Vijayanagara, Karnataka",,,False
3009,4973,Unni Wason,35,F,A1,Mechanic,"67/678
Rastogi Nagar, Bengaluru Urban, Karnataka",,,False
3010,1440,Neel Kanda,52,M,A1,Construction Worker,"H.No. 49
Soman Path, Bagalkot, Karnataka",,,False
3011,1440,Ethan Buch,41,M,A2,Auto Driver,"H.No. 31, Naidu Chowk, Bagalkot, Karnataka",,,False
3012,1731,Nitesh Dutt,24,M,A1,Unemployed,"H.No. 87
Chahal Road, Vijayapura, Karnataka",,,False
3013,2206,Madhav Vyas,59,M,A1,Farmer,"26/751
Tailor Zila, Bengaluru Rural, Karnataka",,,False
3014,2206,Kabir Natt,47,M,A2,Mechanic,"H.No. 96, Nadkarni Path, Bengaluru Rural, Karnataka",,,False
3015,4046,Praneel Sarin,55,M,A1,Private Employee,"H.No. 967
Sane Circle, Belagavi, Karnataka",,,False
3016,4046,Aayush Bedi,66,M,A2,Daily Wage Labourer,"H.No. 82, Choudhary Nagar, Belagavi, Karnataka",,,False
3017,1993,Gopal Barad,26,M,A1,Mechanic,"59/722, Dhillon Road, Mandya, Karnataka",,,False
3018,1993,Logan Kale,20,M,A2,Auto Driver,"92/766
Bava Circle, Mandya, Karnataka",,,False
3019,1993,Tejas Bawa,56,M,A3,Vendor,"80/403, Mital Ganj, Mandya, Karnataka",,,False
3020,1993,Brijesh Mander,23,M,A4,Shopkeeper,"H.No. 537, Prasad Ganj, Kalaburagi, Karnataka",CP00140,,True
3021,1764,Ryan Sunder,33,M,A1,Student,"H.No. 54, Saha Road, Chikkamagaluru, Karnataka",,,False
3022,1764,Orinder Konda,24,M,A2,Private Employee,"09, Sundaram Marg, Chikkamagaluru, Karnataka",,,False
3023,1764,Tamanna Devi,59,F,A3,Self-Employed,"053
Mistry Marg, Chikkamagaluru, Karnataka",,,False
3024,1086,Chatresh Dua,29,M,A1,Daily Wage Labourer,"72
Patla Circle, Dakshina Kannada, Karnataka",,,False
3025,48,Frederick Chada,20,M,A1,Farmer,"H.No. 38
Bahri Ganj, Gadag, Karnataka",,,False
3026,669,Isaac Bajwa,40,M,A1,Daily Wage Labourer,"55
Dewan Circle, Mandya, Karnataka",CP00119,GNG0004,True
3027,669,Gauri Raju,50,F,A2,Self-Employed,"43, Prabhakar, Uttara Kannada, Karnataka",,,False
3028,669,William Vala,25,M,A3,Unemployed,"H.No. 60
Bains Chowk, Uttara Kannada, Karnataka",,,False
3029,497,Onveer Butala,21,M,A1,Student,"81/77, Prabhakar Path, Hassan, Karnataka",,,False
3030,497,Faraj Malhotra,36,M,A2,Government Employee,"H.No. 492
Jha Path, Hassan, Karnataka",,,False
3031,822,Luke Sampath,18,M,A1,Mechanic,"49, Gokhale Circle, Raichur, Karnataka",CP00077,,True
3032,822,Om Soni,66,M,A2,Private Employee,"76
Raghavan Path, Gadag, Karnataka",,,False
3033,4302,Andrew Srivastava,61,M,A1,Farmer,"H.No. 54, Lall, Shivamogga, Karnataka",,,False
3034,199,Umang Lad,52,M,A1,Unemployed,"43/687, Chaudry Chowk, Mandya, Karnataka",CP00154,GNG0004,True
3035,199,Samesh Ghosh,70,M,A2,Mechanic,"09/490, Ravel Chowk, Belagavi, Karnataka",,,False
3036,303,Manthan Chowdhury,45,M,A1,Vendor,"597
Dash Chowk, Kalaburagi, Karnataka",,,False
3037,303,Arjun Choudhary,23,M,A2,Auto Driver,"H.No. 47, Karnik Chowk, Kalaburagi, Karnataka",,,False
3038,303,Ranbir Brar,14,M,A3,Student,"43/14
Sule Circle, Dakshina Kannada, Karnataka",CP00014,,True
3039,303,Gabriel Pandey,23,M,A4,Auto Driver,"85
Kumar Marg, Kalaburagi, Karnataka",,,False
3040,3177,Isaac Oommen,24,M,A1,Vendor,"74/168
Prasad Path, Tumakuru, Karnataka",,,False
3041,3177,Hredhaan Murthy,55,M,A2,Mechanic,"285, Palla Path, Tumakuru, Karnataka",,,False
3042,3177,Aryan Zachariah,32,M,A3,Self-Employed,"95/794, Pathak Chowk, Tumakuru, Karnataka",CP00071,GNG0002,True
3043,771,Samarth Rau,44,M,A1,Construction Worker,"841, Roy Ganj, Tumakuru, Karnataka",,,False
3044,4007,Jagdish Kala,57,M,A1,Vendor,"04
Shroff Nagar, Gadag, Karnataka",,,False
3045,1274,Jeremiah Rattan,51,M,A1,Farmer,"14/797
Mannan Ganj, Belagavi, Karnataka",,,False
3046,1274,Owen Nagarajan,61,M,A2,Self-Employed,"H.No. 837
Pradhan Road, Belagavi, Karnataka",,,False
3047,1346,Umang Lad,52,M,A1,Shopkeeper,"H.No. 170
Rama Ganj, Mandya, Karnataka",CP00154,GNG0004,True
3048,4396,Aditya Brahmbhatt,56,M,A1,Student,"H.No. 90
Cheema Nagar, Chikballapur, Karnataka",,,False
3049,4396,Andrew Rajagopal,23,M,A2,Private Employee,"49/07
Sankaran Circle, Chikballapur, Karnataka",,,False
3050,3772,Zarna Munshi,51,F,A1,Shopkeeper,"16/215
Khalsa, Kolar, Karnataka",,,False
3051,3772,Tristan Ratti,37,M,A2,Auto Driver,"H.No. 36, Khatri Chowk, Kolar, Karnataka",,,False
3052,2553,Pranav Vyas,41,M,A1,Private Employee,"H.No. 707
Deol Street, Hassan, Karnataka",,,False
3053,3201,Lopa Chada,25,F,A1,Unskilled Worker,"513, Amble, Hassan, Karnataka",,,False
3054,3201,Laban Gupta,36,M,A2,Auto Driver,"74/27, Karan Road, Hassan, Karnataka",,,False
3055,4211,Samaksh Kar,68,M,A1,Auto Driver,"96
Bhatnagar Chowk, Ramanagara, Karnataka",,,False
3056,3583,Advay Hayre,55,M,A1,Vendor,"07/356, Dube Path, Tumakuru, Karnataka",,,False
3057,3583,Amaira Varghese,45,F,A2,Mechanic,"H.No. 26, Sinha Ganj, Tumakuru, Karnataka",,,False
3058,4160,Bahadurjit Dhaliwal,69,M,A1,Mechanic,"91
Date Zila, Davanagere, Karnataka",,,False
3059,206,Guneet Ganesan,53,M,A1,Contractor,"H.No. 25, Purohit Street, Bengaluru Urban, Karnataka",,,False
3060,4995,Chatura Suresh,45,M,A1,Private Employee,"H.No. 94, Nagar Marg, Mandya, Karnataka",,,False
3061,838,Kevin Mahajan,18,M,A1,Unemployed,"H.No. 32
Nadig Path, Dakshina Kannada, Karnataka",,,False
3062,1463,Luke Bose,63,M,A1,Government Employee,"18/51, Raja Ganj, Bidar, Karnataka",,,False
3063,3022,Girindra Vaidya,53,M,A1,Government Employee,"52/038, Chaudhry Circle, Shivamogga, Karnataka",,,False
3064,3022,Tristan Sanghvi,68,M,A2,Mechanic,"H.No. 847
Lad Zila, Shivamogga, Karnataka",,,False
3065,3022,Luke Sampath,18,M,A3,Self-Employed,"22/014
Kohli Circle, Raichur, Karnataka",CP00077,,True
3066,3022,Jairaj Naik,70,M,A4,Shopkeeper,"H.No. 112
Gara Chowk, Shivamogga, Karnataka",,,False
3067,367,AZAAN RAU,14,M,A1,Student,"03, Trivedi Nagar, Chamarajanagar, Karnataka",CP00065,,True
3068,1305,Rudra Manne,18,M,A1,Shopkeeper,"09
Sama Nagar, Ballari, Karnataka",,,False
3069,1305,Teerth Chopra,69,M,A2,Farmer,"62, Prakash, Ballari, Karnataka",,,False
3070,1305,Balendra Garg,50,M,A3,Auto Driver,"67, Saha Zila, Kalaburagi, Karnataka",CP00021,GNG0006,True
3071,577,Champak Tara,41,M,A1,Student,"H.No. 488, Rana Circle, Bengaluru Rural, Karnataka",,,False
3072,1265,Mason Chauhan,22,M,A1,Security Guard,"30/32
Mishra Marg, Dharwad, Karnataka",,,False
3073,1265,Sai Kunda,61,M,A2,Unemployed,"41
Chacko, Dharwad, Karnataka",,,False
3074,1265,Caleb Sami,68,M,A3,Auto Driver,"H.No. 539
Ram Nagar, Dharwad, Karnataka",CP00003,,True
3075,4193,Amol Sur,62,M,A1,Delivery Agent,"425, Seshadri Zila, Ballari, Karnataka",,,False
3076,3751,David Biswas,53,M,A1,Construction Worker,"91/36
Dhar Circle, Chikkamagaluru, Karnataka",,,False
3077,3751,Vincent Apte,44,M,A2,Contractor,"H.No. 21
Koshy Path, Chikkamagaluru, Karnataka",,,False
3078,3225,Jeet Rao,50,M,A1,Private Employee,"H.No. 26, Dey Nagar, Gadag, Karnataka",,,False
3079,3225,Dayita Sampath,30,F,A2,Delivery Agent,"87/54, Anne Circle, Gadag, Karnataka",,,False
3080,3225,Jack Issac,23,M,A3,Construction Worker,"38/43
Butala, Gadag, Karnataka",,,False
3081,3225,Tara Pathak,64,F,A4,Auto Driver,"517
Nigam Road, Gadag, Karnataka",,,False
3082,864,Ranbir Kalla,43,M,A1,Student,"H.No. 021
Batta Road, Kolar, Karnataka",,,False
3083,1829,Faqid Konda,68,M,A1,Contractor,"H.No. 955, Subramaniam Circle, Kalaburagi, Karnataka",,,False
3084,653,Imaran Nori,27,M,A1,Security Guard,"H.No. 771
Bala Chowk, Vijayapura, Karnataka",,,False
3085,2004,Amol Pai,20,M,A1,Security Guard,"70/94
Dayal Zila, Kalaburagi, Karnataka",,,False
3086,3557,Rayaan Agrawal,34,M,A1,Delivery Agent,"H.No. 648
Nagi Ganj, Davanagere, Karnataka",,,False
3087,75,Kashvi Sem,38,F,A1,Student,"41/87
Shankar Marg, Ballari, Karnataka",,,False
3088,2825,Tejas Bhat,39,M,A1,Government Employee,"43, Nair Road, Dharwad, Karnataka",,,False
3089,2825,Jackson Buch,70,M,A2,Unskilled Worker,"033
Lalla Street, Dharwad, Karnataka",,,False
3090,2825,Varsha Nath,63,F,A3,Daily Wage Labourer,"H.No. 51
Mittal Nagar, Dharwad, Karnataka",,,False
3091,2825,Anthony Mitter,46,M,A4,Government Employee,"31/815
Bahri Marg, Dharwad, Karnataka",,,False
3092,1379,Maanav Gaba,29,M,A1,Unemployed,"H.No. 799
Mistry Path, Belagavi, Karnataka",,,False
3093,842,Samuel Dalal,24,M,A1,Daily Wage Labourer,"H.No. 079, Ramanathan Chowk, Belagavi, Karnataka",,,False
3094,1560,Umang Pathak,32,M,A1,Farmer,"56/572
Shah Circle, Chikballapur, Karnataka",,,False
3095,1560,Geetika Ram,24,F,A2,Unskilled Worker,"H.No. 85, Bakshi Road, Chikballapur, Karnataka",,,False
3096,1488,Naksh Sarin,67,M,A1,Unskilled Worker,"09/84, Wadhwa Marg, Tumakuru, Karnataka",CP00126,,True
3097,1488,Azaan Rau,14,M,A2,Student,"60/669
Gopal, Chamarajanagar, Karnataka",CP00065,,True
3098,1488,Bahadurjit Kamdar,62,M,A3,Shopkeeper,"87, Savant Nagar, Ballari, Karnataka",,,False
3099,2316,Vedant Sarna,35,M,A1,Auto Driver,"03
Ray, Udupi, Karnataka",,,False
3100,3154,Riya Kapoor,40,F,A1,Daily Wage Labourer,"92
Boase Chowk, Mandya, Karnataka",,,False
3101,3154,Ayaan Sarma,44,M,A2,Daily Wage Labourer,"H.No. 12, Saini Circle, Mandya, Karnataka",,,False
3102,3154,Girik Bali,25,M,A3,Government Employee,"24/32
Hans Ganj, Mandya, Karnataka",,,False
3103,3154,Atharv Dhar,64,M,A4,Shopkeeper,"93/44, Bajaj Marg, Mandya, Karnataka",,,False
3104,3154,Amrita Purohit,40,F,A5,Mechanic,"30/695
Halder Street, Mandya, Karnataka",,,False
3105,3298,Theodore Yogi,46,M,A1,Construction Worker,"H.No. 29
Chana Road, Bengaluru Urban, Karnataka",,,False
3106,3298,Zayyan Oza,47,M,A2,Daily Wage Labourer,"00, Lanka Marg, Bengaluru Urban, Karnataka",,,False
3107,3298,Lohit Kade,16,M,A3,Student,"85/48
Oak Chowk, Bengaluru Urban, Karnataka",CP00099,,True
3108,1551,Chatresh Dada,32,M,A1,Auto Driver,"H.No. 25, Mukhopadhyay Path, Ballari, Karnataka",,,False
3109,4290,Aarush Naik,37,M,A1,Unemployed,"64, Patla Street, Kalaburagi, Karnataka",,,False
3110,3358,Balendra Bhargava,72,M,A1,Security Guard,"H.No. 786
Wagle Circle, Uttara Kannada, Karnataka",CP00056,,True
3111,3358,Rushil Bala,57,M,A2,Delivery Agent,"H.No. 392, Das Street, Tumakuru, Karnataka",,,False
3112,3358,Baljiwan Srivastava,52,M,A3,Delivery Agent,"H.No. 958, Sachdeva Marg, Tumakuru, Karnataka",,,False
3113,3223,Dominic Zacharia,29,M,A1,Contractor,"87/28
Jain Chowk, Uttara Kannada, Karnataka",,,False
3114,3223,Jeremiah Dugar,66,M,A2,Student,"56/29
Som Zila, Uttara Kannada, Karnataka",,,False
3115,3223,Nilima Mital,61,F,A3,Government Employee,"03, Goswami Ganj, Uttara Kannada, Karnataka",,,False
3116,1195,Karan Edwin,62,M,A1,Unemployed,"00, Brar Path, Bagalkot, Karnataka",CP00104,GNG0008,True
3117,4127,Hemal Vyas,70,F,A1,Daily Wage Labourer,"H.No. 51
Bail Street, Mysuru, Karnataka",,,False
3118,4370,Fariq Aggarwal,33,M,A1,Self-Employed,"75/454, Rao Zila, Dakshina Kannada, Karnataka",,,False
3119,4522,Balendra Bhargava,72,M,A1,Delivery Agent,"79/21
Luthra Nagar, Uttara Kannada, Karnataka",CP00056,,True
3120,4522,Sarthak Deep,62,M,A2,Contractor,"H.No. 01
Garg Path, Tumakuru, Karnataka",,,False
3121,1636,Udarsh Krishnan,66,M,A1,Shopkeeper,"036
Srivastava Nagar, Vijayapura, Karnataka",,,False
3122,1796,Azaan Rau,14,M,A1,Student,"H.No. 83
Arya Ganj, Chamarajanagar, Karnataka",CP00065,,True
3123,1244,Zehaan Tak,29,M,A1,Delivery Agent,"836, Anne Circle, Gadag, Karnataka",,,False
3124,3454,Darpan Kota,45,M,A1,Private Employee,"H.No. 145
Dube Chowk, Belagavi, Karnataka",CP00053,GNG0009,True
3125,4477,Ekalinga Rattan,18,M,A1,Daily Wage Labourer,"H.No. 485
Chaudhry Circle, Dharwad, Karnataka",,,False
3126,857,Aarush Chandran,33,M,A1,Unemployed,"H.No. 196
Subramanian Chowk, Hassan, Karnataka",,,False
3127,857,Akshay Dayal,52,M,A2,Security Guard,"H.No. 920
Dubey Zila, Hassan, Karnataka",,,False
3128,860,Chakradev Batta,21,M,A1,Vendor,"332
Sengupta, Belagavi, Karnataka",CP00032,GNG0007,True
3129,3813,Krish Hora,47,M,A1,Government Employee,"58/29
Oza Zila, Yadgir, Karnataka",,,False
3130,3813,Umang Lad,52,M,A2,Unskilled Worker,"H.No. 11
Kakar Marg, Mandya, Karnataka",CP00154,GNG0004,True
3131,631,Benjamin Mandal,65,M,A1,Security Guard,"H.No. 757, Choudhry Road, Kolar, Karnataka",,,False
3132,4031,Gavin Mistry,44,M,A1,Shopkeeper,"962
De Marg, Shivamogga, Karnataka",,,False
3133,1567,Karan Edwin,62,M,A1,Unskilled Worker,"18/83
Gokhale Zila, Bagalkot, Karnataka",CP00104,GNG0008,True
3134,1567,Wahab Sengupta,62,M,A2,Private Employee,"67/724, Halder Road, Ballari, Karnataka",,,False
3135,1567,Hardik Oommen,46,M,A3,Farmer,"78/72
Puri, Ballari, Karnataka",,,False
